datetime,co,no2,o3,so2,pm25,pm10,pm25_lag1,pm25_lag2,pm25_lag3,pm25_lag4,pm25_lag5,pm25_lag6,pm25_lag7,pm25_7d_avg,pm25_7d_std,pm10_lag1,pm10_lag2,pm10_lag3,pm10_lag4,pm10_lag5,pm10_lag6,pm10_lag7,pm10_7d_avg,pm10_7d_std,no2_lag1,no2_lag2,no2_lag3,no2_lag4,no2_lag5,no2_lag6,no2_lag7,no2_7d_avg,no2_7d_std,so2_lag1,so2_lag2,so2_lag3,so2_lag4,so2_lag5,so2_lag6,so2_lag7,so2_7d_avg,so2_7d_std,co_lag1,co_lag2,co_lag3,co_lag4,co_lag5,co_lag6,co_lag7,co_7d_avg,co_7d_std,o3_lag1,o3_lag2,o3_lag3,o3_lag4,o3_lag5,o3_lag6,o3_lag7,o3_7d_avg,o3_7d_std
2021-03-25,1023.6104166666668,32.32791666666667,88.05208333333333,35.58416666666667,63.96041666666667,89.89041666666667,166.14000000000001,179.50208333333333,131.26333333333332,112.73791666666666,150.1525,135.49666666666667,238.21708333333333,134.17898809523808,38.1476232625603,219.14416666666668,236.15666666666667,183.02374999999998,161.645,211.50125,193.1029166666667,335.1433333333333,184.9234523809524,48.55573358868358,42.66958333333333,70.18833333333333,58.4075,39.01291666666666,49.59166666666667,57.38583333333333,81.99708333333334,49.940535714285716,13.036493107034575,61.78041666666667,64.89166666666667,69.61791666666666,43.29333333333333,47.29125,50.96291666666667,71.00958333333334,53.34595238095238,12.437141884185133,2115.9245833333334,2702.8333333333335,1921.2175,1519.5616666666667,2515.6341666666667,2119.2633333333333,3671.9249999999997,1988.2921428571428,574.0093372395544,90.18666666666667,43.11708333333333,48.10375,87.68041666666666,52.12708333333333,39.06791666666667,52.59125,64.04785714285714,23.367899018497386
2021-03-26,1950.4225,50.70916666666667,67.44833333333334,42.96625,128.07250000000002,178.31500000000003,63.96041666666667,166.14000000000001,179.50208333333333,131.26333333333332,112.73791666666666,150.1525,135.49666666666667,133.11839285714285,38.20803983395725,89.89041666666667,219.14416666666668,236.15666666666667,183.02374999999998,161.645,211.50125,193.1029166666667,182.81089285714287,48.46215574839447,32.32791666666667,42.66958333333333,70.18833333333333,58.4075,39.01291666666666,49.59166666666667,57.38583333333333,48.98672619047619,12.639165213925017,35.58416666666667,61.78041666666667,64.89166666666667,69.61791666666666,43.29333333333333,47.29125,50.96291666666667,52.20357142857143,13.044916711776782,1023.6104166666668,2115.9245833333334,2702.8333333333335,1921.2175,1519.5616666666667,2515.6341666666667,2119.2633333333333,1964.1720238095238,571.1287816748559,88.05208333333333,90.18666666666667,43.11708333333333,48.10375,87.68041666666666,52.12708333333333,39.06791666666667,68.10220238095238,20.610895307225523
2021-03-27,3456.3541666666665,67.43541666666667,77.90916666666666,61.52166666666667,248.96666666666667,327.98083333333335,128.07250000000002,63.96041666666667,166.14000000000001,179.50208333333333,131.26333333333332,112.73791666666666,150.1525,147.23470238095237,58.44498299570239,178.31500000000003,89.89041666666667,219.14416666666668,236.15666666666667,183.02374999999998,161.645,211.50125,199.45083333333335,73.48973276384456,50.70916666666667,32.32791666666667,42.66958333333333,70.18833333333333,58.4075,39.01291666666666,49.59166666666667,51.53583333333332,14.451029839631643,42.96625,35.58416666666667,61.78041666666667,64.89166666666667,69.61791666666666,43.29333333333333,47.29125,54.236488095238094,13.258870351180592,1950.4225,1023.6104166666668,2115.9245833333334,2702.8333333333335,1921.2175,1519.5616666666667,2515.6341666666667,2098.560595238095,790.9070264667961,67.44833333333334,88.05208333333333,90.18666666666667,43.11708333333333,48.10375,87.68041666666666,52.12708333333333,71.78535714285714,19.55703943642438
2021-03-28,3096.4216666666666,63.39875,136.91,83.05916666666667,305.94041666666664,392.6308333333333,248.96666666666667,128.07250000000002,63.96041666666667,166.14000000000001,179.50208333333333,131.26333333333332,112.73791666666666,174.83505952380952,80.78769888379887,327.98083333333335,178.31500000000003,89.89041666666667,219.14416666666668,236.15666666666667,183.02374999999998,161.645,232.44880952380956,100.55811857454152,67.43541666666667,50.70916666666667,32.32791666666667,42.66958333333333,70.18833333333333,58.4075,39.01291666666666,55.01952380952381,13.8560831118697,61.52166666666667,42.96625,35.58416666666667,61.78041666666667,64.89166666666667,69.61791666666666,43.29333333333333,59.91732142857143,16.020179723802578,3456.3541666666665,1950.4225,1023.6104166666668,2115.9245833333334,2702.8333333333335,1921.2175,1519.5616666666667,2323.8263095238094,822.4433122759335,77.90916666666666,67.44833333333334,88.05208333333333,90.18666666666667,43.11708333333333,48.10375,87.68041666666666,78.81815476190476,31.45687853411063
2021-03-29,2649.4270833333335,71.80833333333334,87.01166666666667,67.28375,211.51041666666666,296.4916666666667,305.94041666666664,248.96666666666667,128.07250000000002,63.96041666666667,166.14000000000001,179.50208333333333,131.26333333333332,186.29892857142858,79.25334713140691,392.6308333333333,327.98083333333335,178.31500000000003,89.89041666666667,219.14416666666668,236.15666666666667,183.02374999999998,248.65851190476195,100.40831734360476,63.39875,67.43541666666667,50.70916666666667,32.32791666666667,42.66958333333333,70.18833333333333,58.4075,56.933928571428574,15.257115054027215,83.05916666666667,61.52166666666667,42.96625,35.58416666666667,61.78041666666667,64.89166666666667,69.61791666666666,59.58386904761905,15.80749473503879,3096.4216666666666,3456.3541666666665,1950.4225,1023.6104166666668,2115.9245833333334,2702.8333333333335,1921.2175,2427.85625,808.9751152162925,136.91,77.90916666666666,67.44833333333334,88.05208333333333,90.18666666666667,43.11708333333333,48.10375,84.37642857142858,28.415692160971645
2021-03-30,1195.9279166666668,22.385,124.10833333333333,32.489583333333336,137.74833333333333,219.54291666666666,211.51041666666666,305.94041666666664,248.96666666666667,128.07250000000002,63.96041666666667,166.14000000000001,179.50208333333333,180.33410714285716,81.3925341777398,296.4916666666667,392.6308333333333,327.98083333333335,178.31500000000003,89.89041666666667,219.14416666666668,236.15666666666667,246.28511904761908,100.947983260997,71.80833333333334,63.39875,67.43541666666667,50.70916666666667,32.32791666666667,42.66958333333333,70.18833333333333,50.10488095238095,18.65554135187751,67.28375,83.05916666666667,61.52166666666667,42.96625,35.58416666666667,61.78041666666667,64.89166666666667,54.955,18.507673818231048,2649.4270833333335,3096.4216666666666,3456.3541666666665,1950.4225,1023.6104166666668,2115.9245833333334,2702.8333333333335,2212.5840476190474,916.9046294026973,87.01166666666667,136.91,77.90916666666666,67.44833333333334,88.05208333333333,90.18666666666667,43.11708333333333,95.94660714285715,25.112801606724283
2021-03-31,683.8425000000001,20.022916666666667,133.60333333333332,29.03375,42.98708333333334,58.44083333333333,137.74833333333333,211.51041666666666,305.94041666666664,248.96666666666667,128.07250000000002,63.96041666666667,166.14000000000001,162.7408333333333,96.81988174581375,219.54291666666666,296.4916666666667,392.6308333333333,327.98083333333335,178.31500000000003,89.89041666666667,219.14416666666668,223.32750000000004,123.82948653948236,22.385,71.80833333333334,63.39875,67.43541666666667,50.70916666666667,32.32791666666667,42.66958333333333,46.869642857142864,21.850053030685782,32.489583333333336,67.28375,83.05916666666667,61.52166666666667,42.96625,35.58416666666667,61.78041666666667,50.27690476190476,20.523713132473006,1195.9279166666668,2649.4270833333335,3096.4216666666666,3456.3541666666665,1950.4225,1023.6104166666668,2115.9245833333334,2008.0008928571428,1086.2022826814932,124.10833333333333,87.01166666666667,136.91,77.90916666666666,67.44833333333334,88.05208333333333,90.18666666666667,102.1489880952381,28.57587045620307
2021-04-01,862.97625,28.252916666666664,102.96750000000002,35.753750000000004,40.83416666666667,57.32875000000001,42.98708333333334,137.74833333333333,211.51041666666666,305.94041666666664,248.96666666666667,128.07250000000002,63.96041666666667,159.43708333333333,101.05427446026232,58.44083333333333,219.54291666666666,296.4916666666667,392.6308333333333,327.98083333333335,178.31500000000003,89.89041666666667,218.67583333333337,130.1288554942127,20.022916666666667,22.385,71.80833333333334,63.39875,67.43541666666667,50.70916666666667,32.32791666666667,46.2875,22.350605383196406,29.03375,32.489583333333336,67.28375,83.05916666666667,61.52166666666667,42.96625,35.58416666666667,50.30113095238095,20.503569476268883,683.8425000000001,1195.9279166666668,2649.4270833333335,3096.4216666666666,3456.3541666666665,1950.4225,1023.6104166666668,1985.0531547619048,1111.8590307651955,133.60333333333332,124.10833333333333,87.01166666666667,136.91,77.90916666666666,67.44833333333334,88.05208333333333,104.27976190476191,27.897574842802953
2021-04-02,1938.74,58.04291666666666,71.13083333333334,65.02875,101.49624999999999,143.91541666666666,40.83416666666667,42.98708333333334,137.74833333333333,211.51041666666666,305.94041666666664,248.96666666666667,128.07250000000002,155.6404761904762,102.91120915563353,57.32875000000001,58.44083333333333,219.54291666666666,296.4916666666667,392.6308333333333,327.98083333333335,178.31500000000003,213.76160714285717,132.53439169567557,28.252916666666664,20.022916666666667,22.385,71.80833333333334,63.39875,67.43541666666667,50.70916666666667,47.33517857142857,22.760538358252237,35.753750000000004,29.03375,32.489583333333336,67.28375,83.05916666666667,61.52166666666667,42.96625,53.45291666666667,20.88039024026241,862.97625,683.8425000000001,1195.9279166666668,2649.4270833333335,3096.4216666666666,3456.3541666666665,1950.4225,1983.384226190476,1111.9284415346044,102.96750000000002,133.60333333333332,124.10833333333333,87.01166666666667,136.91,77.90916666666666,67.44833333333334,104.80583333333334,27.110908534648516
2021-04-03,2278.6470833333333,62.14458333333334,86.06708333333334,65.91291666666667,132.11041666666668,182.18541666666667,101.49624999999999,40.83416666666667,42.98708333333334,137.74833333333333,211.51041666666666,305.94041666666664,248.96666666666667,138.9467261904762,94.37285862312822,143.91541666666666,57.32875000000001,58.44083333333333,219.54291666666666,296.4916666666667,392.6308333333333,327.98083333333335,192.93369047619052,122.68292415652823,58.04291666666666,28.252916666666664,20.022916666666667,22.385,71.80833333333334,63.39875,67.43541666666667,46.57934523809524,22.058832501090695,65.02875,35.753750000000004,29.03375,32.489583333333336,67.28375,83.05916666666667,61.52166666666667,54.080238095238094,21.22630572241341,1938.74,862.97625,683.8425000000001,1195.9279166666668,2649.4270833333335,3096.4216666666666,3456.3541666666665,1815.1403571428575,925.3564058889579,71.13083333333334,102.96750000000002,133.60333333333332,124.10833333333333,87.01166666666667,136.91,77.90916666666666,105.97125000000001,25.910779195734282
2021-04-04,2764.304583333333,66.11791666666666,80.59458333333333,68.9825,159.07333333333335,215.7075,132.11041666666668,101.49624999999999,40.83416666666667,42.98708333333334,137.74833333333333,211.51041666666666,305.94041666666664,117.96571428571428,61.74434697551487,182.18541666666667,143.91541666666666,57.32875000000001,58.44083333333333,219.54291666666666,296.4916666666667,392.6308333333333,167.6589285714286,88.01003890381156,62.14458333333334,58.04291666666666,28.252916666666664,20.022916666666667,22.385,71.80833333333334,63.39875,46.96779761904762,22.42528215365335,65.91291666666667,65.02875,35.753750000000004,29.03375,32.489583333333336,67.28375,83.05916666666667,52.06928571428572,18.517234900263016,2278.6470833333333,1938.74,862.97625,683.8425000000001,1195.9279166666668,2649.4270833333335,3096.4216666666666,1767.6950595238097,854.5154970118031,86.06708333333334,71.13083333333334,102.96750000000002,133.60333333333332,124.10833333333333,87.01166666666667,136.91,97.92619047619048,23.316371042458982
2021-04-05,1380.7616666666665,47.724583333333335,123.51916666666666,71.10916666666667,100.78958333333333,135.31541666666666,159.07333333333335,132.11041666666668,101.49624999999999,40.83416666666667,42.98708333333334,137.74833333333333,211.51041666666666,102.14845238095238,45.947966970625664,215.7075,182.18541666666667,143.91541666666666,57.32875000000001,58.44083333333333,219.54291666666666,296.4916666666667,144.63375000000005,67.34453467876538,66.11791666666666,62.14458333333334,58.04291666666666,28.252916666666664,20.022916666666667,22.385,71.80833333333334,43.52726190476191,19.655445327192382,68.9825,65.91291666666667,65.02875,35.753750000000004,29.03375,32.489583333333336,67.28375,52.615773809523816,19.08871625079861,2764.304583333333,2278.6470833333333,1938.74,862.97625,683.8425000000001,1195.9279166666668,2649.4270833333335,1586.4571428571428,766.3241502385426,80.59458333333333,86.06708333333334,71.13083333333334,102.96750000000002,133.60333333333332,124.10833333333333,87.01166666666667,103.14154761904763,24.520035688332108
2021-04-06,1227.4979166666667,44.01916666666667,175.29875,86.46708333333333,155.63,203.4525,100.78958333333333,159.07333333333335,132.11041666666668,101.49624999999999,40.83416666666667,42.98708333333334,137.74833333333333,104.70297619047619,48.67329740397197,135.31541666666666,215.7075,182.18541666666667,143.91541666666666,57.32875000000001,58.44083333333333,219.54291666666666,142.3351190476191,64.57940109879975,47.724583333333335,66.11791666666666,62.14458333333334,58.04291666666666,28.252916666666664,20.022916666666667,22.385,46.61785714285714,17.341681317116542,71.10916666666667,68.9825,65.91291666666667,65.02875,35.753750000000004,29.03375,32.489583333333336,60.326845238095245,20.456856161110416,1380.7616666666665,2764.304583333333,2278.6470833333333,1938.74,862.97625,683.8425000000001,1195.9279166666668,1590.967142857143,763.7312450824658,123.51916666666666,80.59458333333333,86.06708333333334,71.13083333333334,102.96750000000002,133.60333333333332,124.10833333333333,110.4544642857143,36.51505945493392
2021-04-07,1430.5516666666665,42.977916666666665,127.7325,61.195,129.3025,183.2458333333333,155.63,100.78958333333333,159.07333333333335,132.11041666666668,101.49624999999999,40.83416666666667,42.98708333333334,117.03375000000001,40.715452722446216,203.4525,135.31541666666666,215.7075,182.18541666666667,143.91541666666666,57.32875000000001,58.44083333333333,160.1644047619048,53.903069859955814,44.01916666666667,47.724583333333335,66.11791666666666,62.14458333333334,58.04291666666666,28.252916666666664,20.022916666666667,49.89714285714285,13.134469724058405,86.46708333333333,71.10916666666667,68.9825,65.91291666666667,65.02875,35.753750000000004,29.03375,64.92130952380953,15.191170421110646,1227.4979166666667,1380.7616666666665,2764.304583333333,2278.6470833333333,1938.74,862.97625,683.8425000000001,1697.639880952381,661.1753403655316,175.29875,123.51916666666666,80.59458333333333,86.06708333333334,71.13083333333334,102.96750000000002,133.60333333333332,109.61577380952382,35.95792441623149
2021-04-08,1528.4620833333336,45.32916666666667,101.01708333333333,55.671666666666674,106.54458333333334,144.91875000000002,129.3025,155.63,100.78958333333333,159.07333333333335,132.11041666666668,101.49624999999999,40.83416666666667,126.42095238095237,24.607917695202914,183.2458333333333,203.4525,135.31541666666666,215.7075,182.18541666666667,143.91541666666666,57.32875000000001,172.67726190476193,31.6082863176476,42.977916666666665,44.01916666666667,47.724583333333335,66.11791666666666,62.14458333333334,58.04291666666666,28.252916666666664,52.33660714285715,9.537843455384936,61.195,86.46708333333333,71.10916666666667,68.9825,65.91291666666667,65.02875,35.753750000000004,67.76672619047619,9.684734938211404,1430.5516666666665,1227.4979166666667,1380.7616666666665,2764.304583333333,2278.6470833333333,1938.74,862.97625,1792.7092857142857,561.4872204786445,127.7325,175.29875,123.51916666666666,80.59458333333333,86.06708333333334,71.13083333333334,102.96750000000002,109.33714285714287,36.02551978978711
2021-04-09,1737.0783333333331,52.69125,92.16791666666667,60.15125,97.34333333333335,137.61958333333334,106.54458333333334,129.3025,155.63,100.78958333333333,159.07333333333335,132.11041666666668,101.49624999999999,125.82767857142858,25.347915771555463,144.91875000000002,183.2458333333333,203.4525,135.31541666666666,215.7075,182.18541666666667,143.91541666666666,171.77785714285716,32.635964738479416,45.32916666666667,42.977916666666665,44.01916666666667,47.724583333333335,66.11791666666666,62.14458333333334,58.04291666666666,51.57208333333334,9.213170584041421,55.671666666666674,61.195,86.46708333333333,71.10916666666667,68.9825,65.91291666666667,65.02875,67.06994047619048,10.081872648530645,1528.4620833333336,1430.5516666666665,1227.4979166666667,1380.7616666666665,2764.304583333333,2278.6470833333333,1938.74,1763.9004761904762,557.9079364569278,101.01708333333333,127.7325,175.29875,123.51916666666666,80.59458333333333,86.06708333333334,71.13083333333334,112.34244047619048,33.062733303129676
2021-04-10,1013.7362499999999,31.870416666666667,109.68833333333333,39.80041666666667,57.30375,83.26875,97.34333333333335,106.54458333333334,129.3025,155.63,100.78958333333333,159.07333333333335,132.11041666666668,115.14101190476192,35.850902084301474,137.61958333333334,144.91875000000002,183.2458333333333,203.4525,135.31541666666666,215.7075,182.18541666666667,157.64690476190478,46.040553160778,52.69125,45.32916666666667,42.977916666666665,44.01916666666667,47.724583333333335,66.11791666666666,62.14458333333334,47.24720238095238,10.446217973445755,60.15125,55.671666666666674,61.195,86.46708333333333,71.10916666666667,68.9825,65.91291666666667,63.33958333333334,14.4611215010954,1737.0783333333331,1528.4620833333336,1430.5516666666665,1227.4979166666667,1380.7616666666665,2764.304583333333,2278.6470833333333,1583.1989285714285,568.1517615445708,92.16791666666667,101.01708333333333,127.7325,175.29875,123.51916666666666,80.59458333333333,86.06708333333334,115.71690476190476,31.080022597791615
2021-04-11,1573.8012500000002,49.49208333333333,89.55083333333333,52.04958333333334,95.26041666666667,148.31041666666667,57.30375,97.34333333333335,106.54458333333334,129.3025,155.63,100.78958333333333,159.07333333333335,106.02488095238095,30.537368849984464,83.26875,137.61958333333334,144.91875000000002,183.2458333333333,203.4525,135.31541666666666,215.7075,148.01875,38.265787490957734,31.870416666666667,52.69125,45.32916666666667,42.977916666666665,44.01916666666667,47.724583333333335,66.11791666666666,44.87208333333333,6.635612494929768,39.80041666666667,60.15125,55.671666666666674,61.195,86.46708333333333,71.10916666666667,68.9825,60.92059523809524,14.772752384459878,1013.7362499999999,1737.0783333333331,1528.4620833333336,1430.5516666666665,1227.4979166666667,1380.7616666666665,2764.304583333333,1413.1270238095237,237.83226722621515,109.68833333333333,92.16791666666667,101.01708333333333,127.7325,175.29875,123.51916666666666,80.59458333333333,116.99636904761905,29.539333826667203
