DATE,temp,humidity,windspeed,precip,sealevelpressure
2013-12-29,10.5,63.2,16.6,0.0,1018.2
2013-12-30,11.0,75.4,14.8,5.104,1017.4
2013-12-31,13.4,87.8,17.6,1.8,1019.6
2014-01-13,13.5,73.6,11.2,0.0,1019.4
2014-01-14,14.2,75.4,13.0,0.0,1016.8
2014-01-15,12.0,93.0,9.4,0.0,1018.8
2014-01-16,12.1,94.7,10.4,0.0,1019.1
2014-01-17,11.5,95.9,17.6,0.17,1017.5
2014-01-18,12.6,94.8,11.9,2.382,1018.2
2014-01-19,13.8,85.3,14.8,0.0,1023.4
2014-01-20,13.1,88.6,10.4,0.0,1020.9
2014-01-21,13.1,96.7,22.3,5.0,1020.1
2014-01-22,14.9,98.1,16.6,0.34,1019.1
2014-01-23,15.4,94.3,11.8,0.0,1020.3
2014-01-24,13.1,93.8,16.6,0.0,1018.9
2014-01-25,11.2,99.2,14.8,0.0,1019.2
2014-01-26,13.2,90.9,14.2,0.0,1018.8
2014-01-27,15.0,81.9,21.3,0.0,1018.8
2014-01-28,15.6,77.1,20.5,0.0,1016.8
2014-01-29,15.5,83.1,17.3,0.0,1017.5
2014-01-30,14.6,91.6,9.6,0.0,1018.9
2014-01-31,13.2,94.9,11.2,0.0,1019.1
2014-02-13,14.1,67.5,18.4,0.0,1012.8
2014-02-14,13.0,93.5,14.5,41.681,1012.1
2014-02-15,12.7,90.0,9.4,0.0,1011.6
2014-02-16,12.7,85.7,18.4,0.0,1014.7
2014-02-17,13.8,77.1,28.1,0.0,1017.4
2014-02-18,14.6,68.4,22.3,0.0,1017.4
2014-02-19,15.0,71.4,10.4,0.0,1016.7
2014-02-20,16.3,72.2,12.2,0.0,1014.4
2014-02-21,17.0,72.3,18.4,0.0,1014.1
2014-02-22,15.9,86.6,12.2,0.3,1016.9
2014-02-23,15.7,86.3,14.8,0.0,1019.1
2014-02-24,15.2,77.0,14.8,0.0,1018.9
2014-02-25,17.4,67.3,11.2,0.0,1017.2
2014-02-26,18.8,66.3,14.8,0.3,1014.8
2014-02-27,18.6,76.1,17.3,0.2,1013.3
2014-02-28,15.9,85.2,22.3,17.507,1013.2
2014-03-13,18.8,62.1,20.5,0.0,1016.4
2014-03-14,19.0,61.3,14.8,0.0,1015.2
2014-03-15,21.2,59.9,10.9,0.0,1016.3
2014-03-16,22.8,57.6,18.4,0.0,1015.8
2014-03-17,24.7,59.8,17.6,0.0,1012.4
2014-03-18,24.8,54.7,17.6,0.17,1012.9
2014-03-19,21.6,61.0,26.7,0.0,1013.5
2014-03-20,21.2,56.0,18.4,0.0,1011.4
2014-03-21,23.1,56.4,18.4,0.0,1008.0
2014-03-22,24.6,56.7,14.0,0.0,1007.1
2014-03-23,22.8,64.0,23.3,0.1,1010.4
2014-03-24,22.4,68.3,23.1,0.936,1012.1
2014-03-25,24.5,60.2,10.4,0.0,1011.2
2014-03-26,25.3,54.3,14.0,0.0,1011.1
2014-03-27,24.0,60.7,12.7,1.701,1012.2
2014-03-28,24.3,63.3,12.2,0.851,1011.5
2014-03-29,25.2,60.6,18.4,0.2,1011.6
2014-03-30,24.3,49.6,29.6,0.0,1010.7
2014-03-31,23.9,47.3,27.7,0.0,1009.0
2014-04-13,27.9,36.0,27.7,0.34,1009.5
2014-04-14,27.9,39.0,14.3,0.0,1011.3
2014-04-15,29.6,39.6,11.2,0.0,1010.3
2014-04-16,27.8,44.9,17.3,2.0,1008.8
2014-04-17,27.4,41.0,24.1,0.0,1007.3
2014-04-18,24.8,55.4,18.4,7.0,1011.3
2014-04-19,25.8,52.8,13.0,0.0,1011.9
2014-04-20,28.2,40.4,13.0,0.0,1011.4
2014-04-21,29.1,30.6,16.9,0.0,1010.8
2014-04-22,30.1,28.0,25.3,0.0,1012.6
2014-04-23,30.0,31.0,16.6,0.0,1010.3
2014-04-24,31.0,30.5,22.3,0.0,1007.2
2014-04-25,31.6,29.4,20.2,0.0,1007.2
2014-04-26,32.3,29.1,20.1,0.0,1006.9
2014-04-27,31.5,29.4,21.3,0.0,1008.0
2014-04-28,32.5,23.9,24.6,0.0,1006.9
2014-04-29,33.5,24.3,24.3,0.0,1005.4
2014-04-30,34.5,21.8,17.3,0.0,1005.1
2014-05-13,24.9,69.4,27.7,8.359,1008.2
2014-05-14,26.5,61.6,18.4,3.403,1007.7
2014-05-15,28.9,50.4,20.6,0.0,1005.6
2014-05-16,30.7,45.8,19.5,0.0,1004.5
2014-05-17,30.4,46.7,27.2,0.0,1007.7
2014-05-18,31.9,41.6,23.6,0.0,1008.0
2014-05-19,32.2,33.8,21.6,0.0,1008.0
2014-05-20,33.2,30.5,20.0,0.0,1006.3
2014-05-21,33.1,30.2,22.5,0.0,1004.0
2014-05-22,33.9,29.7,24.0,0.0,1001.4
2014-05-23,35.3,29.4,27.3,0.425,1000.6
2014-05-24,32.3,39.1,21.8,7.656,1004.6
2014-05-25,32.0,42.9,22.3,0.0,1006.1
2014-05-26,29.8,52.9,15.8,11.058,1008.2
2014-05-27,32.7,44.8,14.8,0.0,1006.4
2014-05-28,34.9,36.0,18.4,0.0,1003.0
2014-05-29,36.3,34.5,15.8,0.0,1001.1
2014-05-30,35.9,34.6,28.8,0.51,1000.3
2014-05-31,34.8,37.6,16.8,0.0,1000.9
2014-06-13,29.7,56.5,48.0,0.595,999.0
2014-06-14,30.5,64.7,20.5,1.701,998.1
2014-06-15,33.7,58.4,25.4,0.1,998.6
2014-06-16,36.9,44.9,22.3,0.0,997.4
2014-06-17,37.6,39.0,24.0,0.0,995.9
2014-06-18,35.2,54.9,23.4,3.403,995.7
2014-06-19,34.8,52.1,24.1,0.0,995.2
2014-06-20,37.5,40.4,28.7,0.0,993.3
2014-06-21,36.9,40.5,22.3,0.0,995.0
2014-06-22,35.1,42.1,18.4,0.0,997.5
2014-06-23,33.3,44.6,24.3,2.552,998.0
2014-06-24,33.5,43.3,22.3,0.0,996.6
2014-06-25,32.4,48.3,18.4,0.0,998.5
2014-06-26,32.9,52.7,16.6,22.287,1001.7
2014-06-27,34.7,48.9,23.3,0.0,1003.0
2014-06-28,34.8,48.0,16.6,0.0,1001.8
2014-06-29,34.3,51.0,26.1,4.253,999.2
2014-06-30,31.9,66.1,14.0,0.0,999.0
2014-07-13,33.4,62.4,14.8,22.117,998.9
2014-07-14,31.8,72.3,15.5,0.0,999.1
2014-07-15,32.8,70.1,18.4,0.0,997.2
2014-07-16,31.8,69.3,20.5,0.0,998.6
2014-07-17,31.1,73.7,19.3,42.532,997.4
2014-07-18,27.5,90.9,16.3,8.507,996.1
2014-07-19,29.2,78.1,18.4,0.0,996.2
2014-07-20,30.4,73.9,16.8,0.0,997.8
2014-07-21,31.5,68.8,11.2,0.0,997.6
2014-07-22,31.6,72.8,24.8,2.552,998.2
2014-07-23,30.5,75.1,18.4,0.0,998.6
2014-07-24,30.0,71.1,18.8,0.0,999.6
2014-07-25,30.1,66.7,19.6,0.0,1001.7
2014-07-26,31.8,68.2,17.6,0.0,1002.9
2014-07-27,30.9,72.2,16.8,0.1,1003.3
2014-07-28,29.8,79.6,18.8,3.0,1000.7
2014-07-29,29.8,78.4,16.6,0.0,1000.4
2014-07-30,30.7,77.3,14.5,0.0,1000.9
2014-07-31,31.2,76.0,15.5,0.0,1001.2
2014-08-13,31.5,66.9,24.4,0.0,999.7
2014-08-14,30.9,65.9,25.3,0.0,998.7
2014-08-16,30.2,63.8,15.3,0.0,1003.2
2014-08-17,30.7,59.6,17.3,0.0,1004.4
2014-08-19,32.9,57.0,20.6,0.0,1006.3
2014-08-20,33.3,52.6,20.6,0.0,1004.2
2014-08-21,32.9,47.5,25.0,0.0,1002.6
2014-08-22,33.2,48.7,19.1,0.0,1003.3
2014-08-23,33.5,50.8,21.2,0.0,1004.6
2014-08-24,33.2,51.2,24.9,0.0,1004.3
2014-08-25,33.8,50.6,19.3,0.0,1004.1
2014-08-26,34.1,49.0,48.2,0.0,1003.1
2014-08-27,33.2,48.9,20.1,0.0,1002.6
2014-08-28,29.7,69.2,32.5,6.72,1004.5
2014-08-29,30.0,71.5,13.7,0.0,1004.7
2014-08-30,28.1,81.3,15.0,10.207,1003.9
2014-08-31,27.3,87.1,19.0,30.624,1002.3
2014-09-13,28.6,74.5,14.8,0.0,1005.2
2014-09-14,29.3,69.6,20.5,0.0,1005.2
2014-09-15,28.9,69.9,17.6,0.0,1005.5
2014-09-16,30.4,70.1,19.4,0.0,1004.0
2014-09-17,30.3,66.5,18.4,0.0,1003.2
2014-09-18,30.6,64.0,18.4,0.0,1004.5
2014-09-19,30.6,63.2,15.5,0.0,1005.1
2014-09-20,31.0,60.1,12.7,0.0,1003.8
2014-09-21,30.4,59.6,19.6,0.2,1004.5
2014-09-22,30.2,58.2,25.0,0.0,1005.6
2014-09-23,30.2,52.4,23.8,0.0,1005.5
2014-09-24,30.1,53.5,23.9,0.0,1006.9
2014-09-25,29.6,56.4,17.8,0.0,1008.4
2014-09-26,30.2,54.4,22.3,0.0,1009.2
2014-09-27,30.7,51.3,18.4,0.0,1010.0
2014-09-28,30.5,51.7,22.3,0.0,1010.5
2014-09-29,30.4,52.6,17.0,0.0,1010.3
2014-09-30,30.9,50.0,18.4,0.0,1010.1
2014-10-13,27.3,58.7,17.6,0.0,1010.5
2014-10-14,25.3,67.0,22.3,1.701,1011.0
2014-10-15,24.6,69.4,15.5,0.0,1015.1
2014-10-16,24.2,59.4,16.1,0.0,1014.6
2014-10-17,24.1,54.4,13.0,0.0,1014.3
2014-10-18,24.0,54.4,11.9,0.0,1013.4
2014-10-19,23.7,58.4,16.6,0.0,1012.9
2014-10-20,24.2,58.1,15.5,0.0,1013.4
2014-10-21,25.6,57.6,13.0,0.0,1014.8
2014-10-22,26.5,57.7,11.2,0.0,1015.2
2014-10-23,25.8,64.2,11.2,0.0,1013.5
2014-10-24,25.8,63.8,11.2,0.0,1012.5
2014-10-25,25.8,64.2,7.6,0.0,1012.3
2014-10-26,25.8,60.4,11.2,0.0,1015.1
2014-10-27,25.3,62.5,8.8,0.0,1014.5
2014-10-28,25.8,55.2,9.4,0.0,1012.6
2014-10-29,25.4,64.8,13.5,0.51,1012.9
2014-10-30,25.0,59.0,13.0,0.0,1012.6
2014-10-31,23.5,58.3,13.0,0.0,1013.9
2014-11-13,18.6,55.0,15.5,0.0,1016.5
2014-11-14,18.2,50.4,18.4,0.0,1016.6
2014-11-15,18.5,47.0,18.4,0.0,1014.8
2014-11-16,18.3,50.0,16.3,0.0,1015.1
2014-11-17,18.0,50.5,16.6,0.0,1015.9
2014-11-18,18.0,51.6,11.2,0.0,1017.0
2014-11-19,18.3,55.5,9.4,0.0,1016.7
2014-11-20,18.3,54.8,13.2,0.0,1015.2
2014-11-21,17.9,57.0,11.9,0.0,1014.2
2014-11-22,17.7,58.1,10.4,0.0,1013.3
2014-11-23,18.5,44.6,14.8,0.0,1014.6
2014-11-24,17.0,53.5,14.8,0.0,1015.6
2014-11-25,16.9,50.9,15.3,0.0,1015.6
2014-11-26,17.7,48.1,18.4,0.0,1011.8
2014-11-27,18.7,53.7,9.4,0.0,1011.7
2014-11-28,20.7,52.6,9.4,0.0,1012.5
2014-11-29,21.5,56.8,8.3,0.0,1012.6
2014-11-30,20.4,58.6,14.5,0.0,1013.9
2014-12-13,15.9,68.2,25.9,0.2,1015.9
2014-12-14,14.7,94.3,18.4,9.358,1016.4
2014-12-15,14.5,82.4,14.8,0.0,1018.6
2014-12-16,12.9,88.1,14.0,0.0,1020.8
2014-12-17,12.2,86.8,16.6,0.0,1020.5
2014-12-18,10.5,91.2,12.2,0.0,1020.9
2014-12-19,10.6,93.0,7.6,0.0,1021.9
2014-12-20,10.6,84.4,14.8,0.0,1019.2
2014-12-21,9.6,89.2,10.4,0.0,1017.5
2014-12-22,9.2,93.8,11.2,0.0,1016.6
2014-12-23,9.6,88.0,14.5,0.0,1016.9
2014-12-24,8.5,93.8,13.0,0.0,1019.8
2014-12-25,8.5,91.4,11.9,0.0,1019.6
2014-12-26,9.9,93.1,17.3,0.0,1017.7
2014-12-27,10.5,80.1,11.4,0.0,1017.4
2014-12-28,8.5,90.6,11.2,0.0,1019.3
2014-12-29,10.8,83.9,11.2,0.0,1017.6
2014-12-30,10.0,87.4,11.2,0.0,1014.7
2014-12-31,12.0,80.8,18.4,0.0,1016.1
2015-01-13,11.3,84.1,18.4,0.0,1016.9
2015-01-14,12.2,86.6,18.4,0.936,1016.3
2015-01-15,11.2,82.3,11.2,0.0,1019.0
2015-01-16,12.4,87.4,12.4,0.0,1018.9
2015-01-17,13.0,83.4,13.0,0.0,1018.7
2015-01-18,13.2,74.9,14.8,0.0,1018.4
2015-01-19,13.0,77.5,13.7,0.0,1018.4
2015-01-20,12.8,85.8,16.6,0.0,1019.5
2015-01-21,12.9,85.0,35.8,0.0,1020.5
2015-01-22,12.9,91.6,14.8,5.955,1020.0
2015-01-23,14.6,89.9,13.0,0.0,1019.6
2015-01-24,12.2,87.9,14.8,0.0,1020.2
2015-01-25,12.2,84.1,14.8,0.0,1020.1
2015-01-26,13.3,90.2,13.0,0.766,1019.6
2015-01-27,13.1,81.9,16.6,0.0,1019.1
2015-01-28,10.8,83.7,18.4,0.0,1017.9
2015-01-29,11.1,75.7,18.4,0.0,1018.7
2015-01-30,12.0,68.3,23.1,0.0,1020.4
2015-01-31,12.9,66.8,20.9,0.0,1017.7
2015-02-13,16.8,61.3,22.3,0.0,1013.1
2015-02-14,19.6,57.1,18.4,0.0,1010.0
2015-02-15,18.9,67.5,13.0,0.0,1012.5
2015-02-16,20.1,63.5,18.4,0.0,1013.7
2015-02-17,20.6,70.4,18.4,0.0,1012.3
2015-02-18,21.4,67.2,13.0,0.0,1011.8
2015-02-19,22.9,70.3,18.4,2.0,1012.3
2015-02-20,22.9,67.7,20.5,0.1,1013.5
2015-02-21,21.6,58.5,22.3,0.0,1014.6
2015-02-22,21.8,58.6,25.4,0.0,1013.7
2015-02-23,22.2,67.1,9.7,0.0,1014.8
2015-02-24,21.9,74.6,14.8,0.0,1011.4
2015-02-25,23.4,65.0,20.5,0.0,1009.0
2015-02-26,19.8,37.3,18.4,0.0,1009.9
2015-02-27,19.2,41.8,14.8,0.0,1012.7
2015-02-28,21.2,41.4,16.6,0.0,1013.7
2015-03-13,21.2,60.7,11.2,0.1,1014.9
2015-03-14,21.4,65.7,20.5,0.4,1015.6
2015-03-15,18.1,78.7,23.4,3.602,1015.1
2015-03-16,19.5,74.8,18.4,0.1,1017.0
2015-03-17,20.5,70.1,20.9,0.0,1016.7
2015-03-18,20.1,63.3,24.0,0.0,1013.7
2015-03-19,21.4,59.0,20.5,0.0,1014.9
2015-03-20,22.5,59.4,21.2,0.0,1015.2
2015-03-21,24.5,55.6,16.6,0.0,1015.5
2015-03-22,25.4,55.2,21.4,0.0,1013.1
2015-03-23,25.1,58.1,20.5,0.0,1010.8
2015-03-24,26.0,55.9,11.2,0.0,1010.8
2015-03-25,27.4,54.6,13.0,0.0,1012.4
2015-03-26,28.7,56.1,50.0,0.0,1013.5
2015-03-27,28.7,42.8,22.0,0.0,1013.1
2015-03-28,27.4,48.1,13.0,0.0,1010.8
2015-03-29,25.6,47.9,22.3,0.0,1008.5
2015-03-30,22.9,70.2,23.8,9.357,1010.3
2015-03-31,24.8,65.2,18.4,0.0,1010.9
2015-04-13,24.4,67.9,22.3,1.701,1014.0
2015-04-14,26.3,60.7,18.4,0.0,1013.6
2015-04-15,27.6,56.4,15.3,0.2,1013.3
2015-04-16,25.9,57.2,22.3,0.0,1014.8
2015-04-17,27.8,53.6,24.1,0.0,1009.3
2015-04-18,30.5,42.9,14.8,0.0,1003.7
2015-04-19,32.2,39.1,13.0,0.0,1004.5
2015-04-20,33.1,35.0,18.4,0.0,1006.9
2015-04-21,31.8,35.6,25.0,0.0,1006.6
2015-04-22,31.1,27.4,25.7,0.0,1004.7
2015-04-23,31.8,28.9,26.6,0.0,1005.0
2015-04-24,32.7,27.7,11.2,0.0,1005.5
2015-04-25,30.9,36.9,22.3,0.0,1006.1
2015-04-26,28.8,46.8,23.8,0.0,1009.0
2015-04-27,30.7,47.9,28.1,0.0,1007.8
2015-04-28,31.1,45.9,25.9,0.0,1006.0
2015-04-29,31.2,46.1,14.8,0.0,1006.0
2015-04-30,32.9,40.9,26.2,0.0,1005.2
2015-05-13,29.0,57.7,18.4,1.701,1006.7
2015-05-14,29.7,51.7,14.8,0.0,1008.1
2015-05-15,29.5,53.5,17.3,0.34,1007.6
2015-05-16,30.3,50.7,14.8,0.0,1005.0
2015-05-17,32.9,42.5,18.4,0.0,1002.4
2015-05-18,36.0,34.1,18.4,0.0,1001.6
2015-05-19,33.3,42.6,46.3,0.1,1002.7
2015-05-20,32.3,41.4,22.3,0.0,1003.8
2015-05-22,36.5,22.2,18.4,0.0,1000.2
2015-05-23,37.4,22.2,22.3,0.0,998.1
2015-05-24,37.0,24.6,13.7,0.0,999.4
2015-05-25,38.7,20.8,22.3,0.0,998.3
2015-05-26,38.2,17.8,22.3,0.0,1000.5
2015-05-27,35.2,20.0,20.5,0.0,1002.9
2015-05-28,35.3,26.2,31.7,0.0,1001.9
2015-05-29,36.0,27.3,18.4,0.0,1002.6
2015-05-30,36.3,26.9,18.4,0.0,1003.6
2015-05-31,35.6,26.4,27.7,0.0,1002.4
2015-06-13,32.3,48.9,22.3,5.0,999.8
2015-06-14,27.5,72.7,18.4,20.507,1001.0
2015-06-15,30.9,62.8,11.4,0.0,1000.7
2015-06-16,32.4,57.5,18.4,0.0,1000.9
2015-06-17,33.4,53.8,13.0,0.1,999.4
2015-06-18,35.9,44.8,14.8,0.0,999.0
2015-06-19,36.4,45.6,20.5,0.0,997.8
2015-06-20,33.6,52.4,22.7,0.0,998.8
2015-06-21,30.5,65.1,18.9,5.955,999.3
2015-06-22,32.1,61.7,18.4,3.403,997.2
2015-06-23,31.9,63.9,14.8,0.851,996.2
2015-06-24,30.2,74.0,13.0,0.851,996.7
2015-06-25,26.1,83.4,14.0,17.268,995.8
2015-06-26,30.9,65.0,20.5,0.0,996.2
2015-06-27,32.4,56.5,25.3,0.0,998.0
2015-06-28,34.2,51.3,20.5,0.0,1000.8
2015-06-29,31.4,60.3,20.5,0.0,1004.7
2015-06-30,30.9,60.5,14.8,0.0,1003.9
2015-07-15,32.5,65.4,27.5,0.0,995.9
2015-07-16,31.9,64.6,17.8,0.0,995.2
2015-07-17,30.2,80.2,14.8,0.17,998.2
2015-07-18,29.7,82.4,14.8,0.3,998.8
2015-07-19,29.6,77.1,14.8,0.17,998.7
2015-07-20,28.9,81.0,13.0,6.382,999.6
2015-07-21,30.6,75.5,14.8,0.0,1001.0
2015-07-22,31.4,75.0,14.8,0.2,1002.1
2015-07-23,31.4,72.9,16.6,0.0,1002.8
2015-07-24,31.2,73.2,18.4,0.8,1002.3
2015-07-25,31.3,73.7,18.4,5.104,1000.4
2015-07-26,30.0,77.6,24.1,3.402,999.6
2015-07-27,29.4,73.5,22.3,0.255,1001.1
2015-07-28,29.1,70.6,20.5,0.0,1001.3
2015-07-29,28.1,75.7,18.4,0.0,999.3
2015-07-30,28.3,79.2,16.6,0.4,999.7
2015-07-31,28.8,76.1,14.8,1.701,1000.4
2015-08-13,31.2,75.8,11.2,0.2,1003.3
2015-08-14,30.7,78.4,14.8,0.0,1002.9
2015-08-15,28.3,89.1,14.8,6.895,1003.6
2015-08-16,27.8,88.1,14.8,1.701,1003.8
2015-08-17,30.5,78.5,16.6,3.403,1002.6
2015-08-18,29.5,78.4,18.7,0.085,1003.1
2015-08-19,30.0,74.5,21.2,0.0,1004.0
2015-08-20,30.4,69.4,24.0,0.1,1002.8
2015-08-21,29.8,72.8,15.8,5.104,1002.8
2015-08-22,29.9,72.6,18.4,1.1,1002.1
2015-08-23,30.4,73.5,15.1,46.785,1001.9
2015-08-24,29.9,73.9,18.4,0.2,1002.9
2015-08-25,31.3,64.8,22.3,0.0,1002.3
2015-08-26,31.6,66.9,18.4,0.0,1002.5
2015-08-27,32.1,66.5,14.8,0.0,1002.9
2015-08-28,32.0,68.0,11.2,0.0,1003.7
2015-08-29,32.1,63.2,16.6,0.0,1002.5
2015-08-30,32.5,62.6,22.3,0.0,1002.7
2015-08-31,31.5,61.5,22.5,0.0,1003.5
2015-09-13,31.6,63.0,11.2,0.0,1007.3
2015-09-14,32.3,56.7,14.8,0.0,1005.0
2015-09-15,32.5,58.3,9.4,0.0,1004.6
2015-09-16,32.1,61.8,14.8,0.0,1004.6
2015-09-17,31.6,61.1,50.0,0.0,1005.6
2015-09-18,30.9,69.3,20.5,0.17,1006.1
2015-09-19,30.1,78.7,14.8,18.544,1005.0
2015-09-20,30.4,72.0,16.6,0.0,1004.1
2015-09-21,29.7,69.3,14.8,0.0,1003.6
2015-09-22,29.8,71.4,20.5,0.17,1003.0
2015-09-23,28.3,69.3,22.5,0.0,1007.1
2015-09-24,28.2,62.0,22.7,0.0,1005.9
2015-09-25,28.3,54.5,20.5,0.0,1004.7
2015-09-26,29.3,57.7,16.6,0.0,1005.9
2015-09-27,29.4,61.0,11.5,0.0,1007.9
2015-09-28,28.6,61.9,14.8,0.0,1009.5
2015-09-29,28.4,61.4,18.4,0.0,1010.9
2015-09-30,28.5,55.2,20.5,0.0,1012.1
2015-10-13,29.6,65.1,13.3,0.1,1011.5
2015-10-14,28.3,64.5,20.5,0.34,1013.7
2015-10-15,27.4,65.3,11.2,0.0,1014.4
2015-10-16,28.4,60.1,16.6,0.0,1014.3
2015-10-17,28.1,63.2,13.0,0.0,1013.2
2015-10-18,28.3,59.8,9.4,0.0,1013.7
2015-10-19,29.0,57.8,13.0,0.0,1012.9
2015-10-20,29.2,57.0,14.8,0.3,1010.5
2015-10-21,27.6,56.5,11.2,0.0,1011.9
2015-10-22,25.3,51.4,14.8,0.0,1012.7
2015-10-23,24.5,52.6,16.6,0.0,1012.3
2015-10-24,25.6,50.3,9.4,0.0,1011.9
2015-10-25,26.5,48.3,18.4,0.0,1013.1
2015-10-26,25.8,51.8,22.3,0.0,1015.3
2015-10-27,24.9,55.2,11.2,0.0,1014.8
2015-10-28,21.2,58.3,22.5,0.0,1015.4
2015-10-29,21.5,59.3,10.4,0.0,1016.9
2015-10-30,22.8,63.4,9.4,0.0,1017.3
2015-10-31,22.6,65.9,11.2,0.0,1016.5
2015-11-13,22.6,60.5,18.4,0.0,1015.3
2015-11-14,22.8,60.9,14.8,0.0,1012.8
2015-11-15,23.3,56.6,7.6,0.0,1012.2
2015-11-16,23.3,48.4,16.6,0.0,1012.7
2015-11-17,21.0,45.3,14.8,0.0,1013.5
2015-11-18,18.9,53.3,11.7,0.0,1016.2
2015-11-19,19.1,58.0,11.2,0.0,1017.9
2015-11-20,18.9,62.2,11.2,0.0,1016.5
2015-11-21,19.1,63.6,7.6,0.0,1015.5
2015-11-22,19.3,62.5,11.2,0.0,1015.0
2015-11-23,18.5,64.0,7.6,0.0,1015.7
2015-11-24,19.0,60.5,13.0,0.0,1016.0
2015-11-25,19.4,56.1,22.3,0.0,1015.1
2015-11-26,19.8,55.2,13.0,0.0,1013.5
2015-11-27,18.3,64.5,16.6,0.0,1011.1
2015-11-28,19.0,82.0,15.8,0.0,1014.5
2015-11-29,18.9,80.1,7.6,0.0,1017.8
2015-11-30,19.6,83.6,9.4,0.0,1017.3
2015-12-13,13.2,71.3,13.0,0.0,1015.6
2015-12-14,13.1,63.2,14.8,0.0,1017.4
2015-12-15,13.4,61.2,15.3,0.0,1016.2
2015-12-16,13.5,61.3,7.6,0.0,1016.0
2015-12-17,13.1,66.9,13.0,0.0,1016.3
2015-12-18,12.8,71.9,15.3,0.0,1018.3
2015-12-19,12.7,70.1,12.5,0.0,1018.8
2015-12-20,11.8,70.3,10.9,0.0,1018.5
2015-12-21,12.6,70.6,8.0,0.0,1018.1
2015-12-22,12.7,75.7,5.6,0.0,1020.3
2015-12-23,12.3,83.3,9.9,0.0,1020.6
2015-12-24,12.1,70.7,17.7,0.0,1020.8
2015-12-25,11.4,65.9,14.8,0.0,1021.7
2015-12-26,12.8,63.5,18.4,0.0,1020.5
2015-12-27,14.4,64.9,14.2,0.0,1020.7
2015-12-28,16.5,61.9,20.2,0.0,1020.8
2015-12-29,16.1,65.5,15.8,0.0,1018.7
2015-12-30,16.0,69.3,9.4,0.0,1017.7
2015-12-31,15.4,70.2,8.6,0.0,1019.9
2016-01-13,16.6,80.7,11.5,0.0,1014.4
2016-01-14,15.0,85.3,13.0,0.0,1015.9
2016-01-15,12.3,87.4,16.6,0.0,1016.4
2016-01-16,12.8,81.5,22.8,0.0,1014.6
2016-01-17,12.9,80.9,9.4,0.0,1015.8
2016-01-18,12.2,83.0,13.0,0.0,1014.8
2016-01-19,11.2,91.7,9.4,0.0,1015.1
2016-01-20,10.5,88.6,10.8,0.0,1018.2
2016-01-21,10.9,80.5,13.0,0.0,1019.9
2016-01-22,10.2,87.7,7.6,0.0,1019.3
2016-01-23,12.7,80.4,7.6,0.0,1019.7
2016-01-24,10.2,91.3,10.8,0.0,1019.1
2016-01-25,10.7,80.9,11.4,0.0,1017.3
2016-01-26,13.1,83.0,9.4,0.0,1015.3
2016-01-27,16.1,73.2,9.4,0.0,1014.4
2016-01-28,15.5,73.6,13.6,0.0,1015.3
2016-01-29,17.8,73.7,7.9,0.0,1017.1
2016-01-30,19.7,76.1,11.2,0.0,1014.9
2016-01-31,17.2,80.9,18.0,0.0,1015.6
2016-02-13,17.0,60.8,16.6,0.03,1014.3
2016-02-14,16.8,66.4,17.7,0.0,1016.9
2016-02-15,17.3,61.8,11.5,0.0,1018.5
2016-02-16,17.2,58.3,14.2,0.0,1019.9
2016-02-17,18.3,56.6,16.6,0.0,1019.3
2016-02-18,18.6,75.8,16.6,0.83,1017.3
2016-02-19,21.8,73.0,11.2,0.0,1015.2
2016-02-20,22.9,74.9,17.4,0.34,1014.2
2016-02-21,19.6,71.4,26.0,0.0,1015.0
2016-02-22,19.3,59.8,25.9,0.0,1014.5
2016-02-23,20.2,52.2,20.5,0.0,1012.8
2016-02-24,20.2,58.8,9.4,0.0,1012.5
2016-02-25,20.8,58.3,11.5,0.0,1015.1
2016-02-26,21.9,55.7,9.4,0.0,1018.0
2016-02-27,21.9,58.0,8.5,0.0,1018.3
2016-02-28,21.7,65.9,11.8,0.0,1018.5
2016-02-29,22.8,66.4,10.3,0.0,1018.4
2016-03-13,23.0,66.2,20.5,0.0,1010.9
2016-03-14,22.3,64.9,16.6,0.3,1013.7
2016-03-15,22.3,63.1,18.4,0.0,1014.9
2016-03-16,22.4,60.5,16.6,0.0,1013.0
2016-03-17,24.7,54.1,16.6,0.0,1010.6
2016-03-18,25.5,59.1,13.2,0.425,1010.1
2016-03-19,25.5,59.5,16.6,13.909,1009.4
2016-03-20,25.9,60.7,14.8,0.0,1010.2
2016-03-21,25.7,47.9,23.8,0.0,1011.4
2016-03-22,23.5,40.6,31.4,0.0,1009.8
2016-03-23,24.1,45.0,23.6,0.0,1009.7
2016-03-25,28.2,49.7,11.2,0.0,1013.3
2016-03-27,25.3,53.6,18.4,0.0,1013.0
2016-03-28,25.1,51.0,15.1,0.0,1012.8
2016-03-29,25.8,48.3,15.4,0.0,1011.6
2016-03-30,27.5,44.9,15.4,0.0,1011.6
2016-03-31,29.1,40.7,10.3,0.0,1009.7
2016-04-13,30.6,28.8,34.2,0.0,1004.2
2016-04-14,31.6,26.7,22.8,0.0,1003.8
2016-04-15,33.0,25.7,19.1,0.0,1005.0
2016-04-16,34.2,26.8,20.5,0.0,1003.6
2016-04-17,34.5,26.0,18.4,0.0,1002.8
2016-04-18,33.9,30.8,17.3,0.0,1004.8
2016-04-19,33.5,33.1,14.4,0.0,1006.0
